""	""	""	""	""	""	""	""	""	"Light"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"C"	"C"	"C"	"C"	"C"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"
314	2016-06-15	1899-12-30 17:17:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	2016-06-15	1899-12-30 17:18:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	2016-06-15	1899-12-30 17:19:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	2016-06-15	1899-12-30 17:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
318	2016-06-15	1899-12-30 17:21:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	2016-06-15	1899-12-30 17:22:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	2016-06-15	1899-12-30 17:23:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	2016-06-15	1899-12-30 17:24:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	2016-06-15	1899-12-30 17:25:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
323	2016-06-15	1899-12-30 17:26:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0
324	2016-06-15	1899-12-30 17:27:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	8	0	12	0	0
325	2016-06-15	1899-12-30 17:28:00	1	0	0	0	0	0	1	0	3	4	3	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	3	0	23	0	0
326	2016-06-15	1899-12-30 17:29:00	1	0	0	0	0	0	1	0	5	0	1	0	0	5	0	0	0	8	0	0	2	0	0	0	0	0	4	0	0	3	0	7	0	0
327	2016-06-15	1899-12-30 17:30:00	1	0	0	0	0	0	1	0	1	5	2	1	0	1	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
328	2016-06-15	1899-12-30 17:31:00	1	0	0	0	0	0	1	0	2	3	0	4	0	3	3	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
329	2016-06-15	1899-12-30 17:32:00	1	0	0	0	0	0	1	0	5	0	0	6	0	0	4	0	0	1	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0
330	2016-06-15	1899-12-30 17:33:00	1	0	0	0	0	0	1	0	4	3	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0
331	2016-06-15	1899-12-30 17:34:00	1	0	0	0	0	0	1	0	3	2	0	3	0	0	6	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
332	2016-06-15	1899-12-30 17:35:00	1	0	0	0	0	0	1	0	2	0	0	3	0	0	1	0	0	2	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0
333	2016-06-15	1899-12-30 17:36:00	1	0	0	0	0	0	1	0	3	0	0	3	0	0	2	0	0	2	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0
334	2016-06-15	1899-12-30 17:37:00	1	0	0	0	0	0	1	0	1	0	0	5	0	0	6	0	0	4	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0
335	2016-06-15	1899-12-30 17:38:00	1	0	0	0	0	0	1	0	0	0	0	7	0	0	2	0	0	2	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0
336	2016-06-15	1899-12-30 17:39:00	1	0	0	0	0	0	1	0	0	0	0	3	3	0	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
337	2016-06-15	1899-12-30 17:40:00	1	0	0	0	0	0	1	0	4	2	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
338	2016-06-15	1899-12-30 17:41:00	1	0	0	0	0	0	1	0	2	0	0	6	1	0	2	0	0	5	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0
339	2016-06-15	1899-12-30 17:42:00	1	0	0	0	0	0	1	0	6	0	0	2	2	0	2	0	0	3	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0
340	2016-06-15	1899-12-30 17:43:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
341	2016-06-15	1899-12-30 17:44:00	1	0	0	0	0	0	1	0	3	0	0	6	0	0	3	1	0	3	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0
342	2016-06-15	1899-12-30 17:45:00	1	0	0	0	0	0	1	0	3	3	0	5	0	0	1	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
343	2016-06-15	1899-12-30 17:46:00	1	0	0	0	0	0	1	0	4	4	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0
344	2016-06-15	1899-12-30 17:47:00	1	0	0	0	0	0	1	0	7	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0
345	2016-06-15	1899-12-30 17:48:00	1	0	0	0	0	0	1	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
346	2016-06-15	1899-12-30 17:49:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	1
347	2016-06-15	1899-12-30 17:50:00	1	0	0	0	0	0	1	0	3	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0
348	2016-06-15	1899-12-30 17:51:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0
349	2016-06-15	1899-12-30 17:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
350	2016-06-15	1899-12-30 17:53:00	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0
351	2016-06-15	1899-12-30 17:54:00	1	0	0	0	0	0	1	1	6	0	0	0	0	0	1	0	0	1	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0
352	2016-06-15	1899-12-30 17:55:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
353	2016-06-15	1899-12-30 17:56:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
354	2016-06-15	1899-12-30 17:57:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	7	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
355	2016-06-15	1899-12-30 17:58:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	4	0	0	2	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0
356	2016-06-15	1899-12-30 17:59:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	3	0	0	4	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	2
357	2016-06-15	1899-12-30 18:00:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
358	2016-06-15	1899-12-30 18:01:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	2
359	2016-06-15	1899-12-30 18:02:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
360	2016-06-15	1899-12-30 18:03:00	1	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	4	0	0	2	0	0	0	0	0	7	0	0	0	0	6	0	0
361	2016-06-15	1899-12-30 18:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
362	2016-06-15	1899-12-30 18:05:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0
363	2016-06-15	1899-12-30 18:06:00	1	0	0	0	0	0	1	0	3	0	0	0	0	3	0	0	0	2	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	1
364	2016-06-15	1899-12-30 18:07:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	4
365	2016-06-15	1899-12-30 18:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	2	0	3	0	0	0	0	0	4	0	0	0	0	0	0	2
366	2016-06-15	1899-12-30 18:09:00	1	0	0	0	0	0	1	0	3	0	0	0	0	3	0	0	0	2	0	0	1	0	0	4	0	0	8	0	1	0	0	0	2	0
367	2016-06-15	1899-12-30 18:10:00	1	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	2	1	0	3	0	0	13	0	0	3	0	1	0	0	0	6	0
368	2016-06-15	1899-12-30 18:11:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	5	1	0	4	0	0	0	0	0	8	0
369	2016-06-15	1899-12-30 18:12:00	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0
370	2016-06-15	1899-12-30 18:13:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	8	11	0	1	0	0	0	8	0
371	2016-06-15	1899-12-30 18:14:00	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	3	0	0	0	0	0	0	0	0
372	2016-06-15	1899-12-30 18:15:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	1	3	0	0	0	0	0	3	0
373	2016-06-15	1899-12-30 18:16:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	3	1	2	0	0	0	0	0	0	0
374	2016-06-15	1899-12-30 18:17:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	8	0	0	0	0	0
375	2016-06-15	1899-12-30 18:18:00	1	0	0	0	0	0	1	12	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0
376	2016-06-15	1899-12-30 18:19:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	2	0	0	0	0	0	0	0	0
377	2016-06-15	1899-12-30 18:20:00	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0
378	2016-06-15	1899-12-30 18:21:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0
379	2016-06-15	1899-12-30 18:22:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	6	0	0	0	0	0
380	2016-06-15	1899-12-30 18:23:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
381	2016-06-15	1899-12-30 18:24:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0
382	2016-06-15	1899-12-30 18:25:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	0	0	0	0	0
383	2016-06-15	1899-12-30 18:26:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	2	0	5	0	1	0	0	2	0	0
384	2016-06-15	1899-12-30 18:27:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	11	0	0	1	0	0
385	2016-06-15	1899-12-30 18:28:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	8	0	0	0	0	0
386	2016-06-15	1899-12-30 18:29:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	5	0	0
387	2016-06-15	1899-12-30 18:30:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0
388	2016-06-15	1899-12-30 18:31:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0
389	2016-06-15	1899-12-30 18:32:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
390	2016-06-15	1899-12-30 18:33:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
391	2016-06-15	1899-12-30 18:34:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
392	2016-06-15	1899-12-30 18:35:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	2016-06-15	1899-12-30 18:36:00	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
394	2016-06-15	1899-12-30 18:37:00	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
395	2016-06-15	1899-12-30 18:38:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
396	2016-06-15	1899-12-30 18:39:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	2016-06-15	1899-12-30 18:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	2016-06-15	1899-12-30 18:41:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
399	2016-06-15	1899-12-30 18:42:00	1	0	0	0	0	0	1	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	3	0	0	7	0	0	0	0
400	2016-06-15	1899-12-30 18:43:00	1	0	0	0	0	0	1	0	4	0	0	3	0	1	0	0	0	9	0	0	5	0	0	1	0	0	1	0	0	3	0	0	0	0
401	2016-06-15	1899-12-30 18:44:00	1	0	0	0	0	0	1	0	6	0	0	3	0	0	0	0	0	5	0	0	5	0	0	0	0	0	1	0	0	4	0	0	0	0
402	2016-06-15	1899-12-30 18:45:00	1	0	0	0	0	0	1	0	5	0	0	1	0	2	0	0	0	8	0	0	1	0	0	3	0	1	0	0	0	2	0	0	0	0
403	2016-06-15	1899-12-30 18:46:00	1	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	4	0	0	6	0	0	4	0	3	0	0	0	5	0	0	0	0
404	2016-06-15	1899-12-30 18:47:00	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	2	0	4	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	0
405	2016-06-15	1899-12-30 18:48:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	2
406	2016-06-15	1899-12-30 18:49:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	3
407	2016-06-15	1899-12-30 18:50:00	1	0	0	0	0	0	1	0	0	0	0	6	0	0	2	0	0	4	0	0	4	0	0	4	0	0	0	0	0	0	0	5	0	0
408	2016-06-15	1899-12-30 18:51:00	1	0	0	0	0	0	1	0	0	0	0	3	0	0	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	14	0	0
409	2016-06-15	1899-12-30 18:52:00	1	0	0	0	0	0	1	0	0	0	0	5	0	0	3	0	0	2	0	0	3	0	0	5	0	0	0	0	0	0	0	6	0	0
410	2016-06-15	1899-12-30 18:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	3	0	0	5	0	0	1	0	0	0	0	0	0	0	3	0	4
411	2016-06-15	1899-12-30 18:54:00	1	0	0	0	0	0	1	0	0	0	0	7	1	0	4	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0	0	5	0	1
412	2016-06-15	1899-12-30 18:55:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
413	2016-06-15	1899-12-30 18:56:00	1	0	0	0	0	0	1	0	0	0	0	0	1	0	6	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0
414	2016-06-15	1899-12-30 18:57:00	1	0	0	0	0	0	1	0	0	0	1	0	0	2	3	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0
415	2016-06-15	1899-12-30 18:58:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	7	0	0	1	0	0	4	0	0	2	0	0	1	0	2	0	0	4	0	5
416	2016-06-15	1899-12-30 18:59:00	1	0	0	0	0	0	1	0	0	0	0	5	0	2	4	0	0	3	0	0	0	0	0	4	0	0	0	0	0	2	0	1	0	4
417	2016-06-15	1899-12-30 19:00:00	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	5
418	2016-06-15	1899-12-30 19:01:00	1	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
419	2016-06-15	1899-12-30 19:02:00	1	0	0	0	0	0	1	0	0	0	3	0	0	1	5	0	0	0	0	0	3	0	0	1	0	5	0	0	0	0	0	5	0	0
420	2016-06-15	1899-12-30 19:03:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0
421	2016-06-15	1899-12-30 19:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
422	2016-06-15	1899-12-30 19:05:00	1	0	0	0	0	0	1	0	0	0	0	0	2	3	5	0	0	1	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0
423	2016-06-15	1899-12-30 19:06:00	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	2	6	0	0	0	0	0	4	0	0
424	2016-06-15	1899-12-30 19:07:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	5	5	0	0	0	0	0	0	0	0
425	2016-06-15	1899-12-30 19:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	4	0	0	0	2	2	0	0	0	0	0	0	0	0
426	2016-06-15	1899-12-30 19:09:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	2	0	0	1	0	0	0	0	0	0
427	2016-06-15	1899-12-30 19:10:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0
428	2016-06-15	1899-12-30 19:11:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	6	0	0	0	1	0	0	5	0	0	0	0	0	0
429	2016-06-15	1899-12-30 19:12:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0
430	2016-06-15	1899-12-30 19:13:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0
431	2016-06-15	1899-12-30 19:14:00	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	15	0	0	0	0	0	0	0
432	2016-06-15	1899-12-30 19:15:00	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	3	0	2
433	2016-06-15	1899-12-30 19:16:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3
434	2016-06-15	1899-12-30 19:17:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
435	2016-06-15	1899-12-30 19:18:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	2016-06-15	1899-12-30 19:19:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0
437	2016-06-15	1899-12-30 19:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
438	2016-06-15	1899-12-30 19:21:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0
439	2016-06-15	1899-12-30 19:22:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	2016-06-15	1899-12-30 19:23:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	2016-06-15	1899-12-30 19:24:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	2016-06-15	1899-12-30 19:25:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	2016-06-15	1899-12-30 19:26:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0
444	2016-06-15	1899-12-30 19:27:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0
445	2016-06-15	1899-12-30 19:28:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	7	3	0	0	0	0	0	0	0	5	0	0	0	0	0
446	2016-06-15	1899-12-30 19:29:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	4	0	0	0	0	0
447	2016-06-15	1899-12-30 19:30:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0
448	2016-06-15	1899-12-30 19:31:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	1	0	0	0	1	0	0	0	0	0	0	0
449	2016-06-15	1899-12-30 19:32:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	7	4	0	0	0	0	0	2	0	0	0	0	2	0	4
450	2016-06-15	1899-12-30 19:33:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	3	0	0	0	0	5
451	2016-06-15	1899-12-30 19:34:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	2	0	0	0	0	12
452	2016-06-15	1899-12-30 19:35:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	0	6	6	0	1	0	0	0	0	0	0	0	0	0	0	2
453	2016-06-15	1899-12-30 19:36:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	0	7	2	0	1	0	0	0	0	0	2	0	0	0	0	4
454	2016-06-15	1899-12-30 19:37:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	4	0	0	0
455	2016-06-15	1899-12-30 19:38:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	3	0	0	0	0	0
456	2016-06-15	1899-12-30 19:39:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	3	2	0	3	0	0	0
457	2016-06-15	1899-12-30 19:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	1	0	0	0
458	2016-06-15	1899-12-30 19:41:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	1	0	0	1
459	2016-06-15	1899-12-30 19:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
460	2016-06-15	1899-12-30 19:43:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	5
461	2016-06-15	1899-12-30 19:44:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	3
462	2016-06-15	1899-12-30 19:45:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	7	0	0	1	0	0	0	0	8	0	0	0	0	0	0
463	2016-06-15	1899-12-30 19:46:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	2	0	0	1	2	0	0
464	2016-06-15	1899-12-30 19:47:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	3	4	0
465	2016-06-15	1899-12-30 19:48:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	3	0	0	0	0	0	1	3	3	0
466	2016-06-15	1899-12-30 19:49:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	1	8	7	1
